UF,Nom_Mun,PopEst2021,PIB_per_capita,lat,long
MG,Capinópolis,16294.0,40910.84,-18.6819999989999,-49.5700000029999
MG,Descoberto,5044.0,16206.3,-21.4581663819999,-42.9663516219999
MG,Delfim Moreira,8007.0,15700.68,-22.5091666609999,-45.2800002849999
MG,Careaçu,6826.0,25519.59,-22.0430555499999,-45.699166862999895
MG,Conceição da Aparecida,10351.0,26487.93,-21.0939999999999,-46.204
MG,Conceição das Pedras,2814.0,21692.56,-22.1599999899999,-45.454722460999896
MG,Conceição dos Ouros,11852.0,18994.87,-22.413055551,-45.798055737999896
MG,Congonhal,12209.0,18053.14,-22.1527777709999,-46.0394445809999
MG,Cristina,10211.0,22906.28,-22.2119999889999,-45.2640002859999
MG,Areado,15288.0,20234.71,-21.358999999999902,-46.145999999999894
MG,Brazópolis,14364.0,13786.69,-22.4736111009999,-45.607500212999895
MG,Cabo Verde,14074.0,20665.25,-21.471999999999902,-46.395999999999894
MG,Cachoeira de Minas,11609.0,46258.02,-22.3549999909999,-45.779000180999894
MG,Albertina,3015.0,51065.05,-22.2009999929999,-46.6160000799999
MG,Camanducaia,21831.0,45365.42,-22.7552777729999,-46.144722349999896
MG,Arceburgo,10990.0,31547.24,-21.3661583129999,-46.9393642779999
MG,Bandeira do Sul,5808.0,14907.61,-21.728,-46.385999999999896
MG,Bom Jesus da Penha,4270.0,45924.06,-21.0169999999999,-46.5229999999999
MG,Bom Repouso,10527.0,15221.01,-22.471111102,-46.14500012799989
MG,Borda da Mata,19809.0,18923.96,-22.274166661999896,-46.1652779049999
MG,Botelhos,14927.0,21834.65,-21.645137573999897,-46.39612964999989
MG,Bueno Brandão,10982.0,21921.18,-22.4409999929999,-46.3510001049999
MG,Campestre,21052.0,23104.32,-21.711000000000002,-46.245999999999896
MG,Dionísio,7493.0,12128.99,-19.842999920999898,-42.777003653
MG,Alto Jequitibá,8286.0,15158.56,-20.4271252009999,-41.9635605669999
MG,Antônio Dias,9233.0,96894.13,-19.6529388729999,-42.86931155999989
MG,Caputira,9318.0,15427.23,-20.172901259000003,-42.2684266249999
MG,Carlos Chagas,18516.0,25642.26,-17.7039788419999,-40.76694709499989
MG,Coronel Fabriciano,110709.0,18029.42,-19.518999952999902,-42.6290020079999
MG,Fronteira,18866.0,49568.1,-20.283168256,-49.201194844999904
MG,Guaraciaba,10307.0,11179.62,-20.571753461999897,-43.0074926199999
MG,Itamonte,15844.0,74613.56,-22.2813636859999,-44.870394190999896
MG,Itanhandu,15511.0,30315.87,-22.2979851789999,-44.936606933
MG,Jaguaraçu,3151.0,34860.43,-19.648106030999898,-42.751147069
MG,Machacalis,7112.0,15811.47,-17.0771185539999,-40.7191924869999
MG,Bertópolis,4609.0,11671.08,-17.0611752479999,-40.5749647779999
MG,Capetinga,6860.0,30215.68,-20.6159999929999,-47.054000050999896
PR,Abatiá,7360.0,30140.55,-23.3039999999999,-50.312999999999896
PR,Arapoti,28480.0,50824.66,-24.1412015469999,-49.824009267
PR,Barra do Jacaré,2781.0,53994.67,-23.115000000000002,-50.181000000999894
PR,Bocaiúva do Sul,13308.0,21066.48,-25.2114710279999,-49.1095258309999
PR,Cambará,25569.0,32034.21,-23.0459999999999,-50.074000000000005
MG,Frutal,60508.0,40872.58,-20.0249999989999,-48.94100000499989
SP,Queluz,13788.0,28178.35,-22.5372246549999,-44.7749550769999
MG,Planura,12445.0,46149.3,-20.137999997999902,-48.702000006999896
MG,Cambuí,30068.0,62049.99,-22.6122222119999,-46.057500139999895
MG,Cana Verde,5585.0,14348.74,-21.021,-45.181999999999896
PR,Castro,72125.0,50347.9,-24.7909999999999,-50.011999999999894
SC,Sombrio,31084.0,29282.87,-29.1060160019999,-49.6355229679999
SC,Jacinto Machado,10337.0,51246.68,-29.0024758679999,-49.7645720129999
SC,Morro Grande,2884.0,50318.4,-28.8010274839999,-49.7190236819999
MT,Confresa,32076.0,47721.27,-10.6513843139999,-51.571868786
MT,Canabrava do Norte,4711.0,56716.7,-11.050014323000001,-51.826582688
AM,Manicoré,57405.0,11955.04,-5.8110072222222,-61.2940205555555
AM,Japurá,1755.0,48893.98,-1.8808422181501008,-66.99690366411726
SP,Ouroeste,10712.0,51226.69,-19.997551880999897,-50.3745861809999
MG,Carneirinho,10103.0,40332.68,-19.6979999999999,-50.687999999999896
MG,Contagem,673849.0,54136.41,-19.932000000000002,-44.053999999999895
MG,Cordislândia,3546.0,32084.04,-21.7929999999999,-45.7009999989999
MG,Carmo de Minas,15031.0,19322.94,-22.1222222089999,-45.1291669909999
MG,Carvalhópolis,3614.0,19752.88,-21.7779999999999,-45.841
MT,Dom Aquino,8087.0,83260.65,-15.809899,-54.922298
MG,Argirita,2681.0,14954.09,-21.6120753979999,-42.835435153999896
MG,Cachoeira da Prata,3580.0,14487.2,-19.5249999999999,-44.454
MG,Caetanópolis,11869.0,26561.99,-19.299207968999998,-44.4133061839999
SP,Morro Agudo,33598.0,36487.83,-20.730999995999902,-48.0580000159999
SP,Santa Bárbara d'Oeste,195278.0,40073.67,-22.7539999959999,-47.4140000339999
SP,Santa Gertrudes,27850.0,139885.74,-22.4569999959999,-47.530000029
SP,Taquarivaí,5968.0,61548.88,-23.9239999999999,-48.693000000999895
SP,Álvares Machado,25078.0,28306.72,-22.079012531999897,-51.4720998649999
SP,Hortolândia,237570.0,77357.5,-22.8579999949999,-47.220000041999896
SP,Itatinga,21139.0,18764.35,-23.1019999999999,-48.61599999999989
SP,Limeira,310783.0,51678.31,-22.5649999959999,-47.402000033999904
SP,Nova Odessa,61716.0,65145.09,-22.7779999959999,-47.296000037999896
SP,Paranapanema,20588.0,45907.58,-23.389,-48.723
SP,Ribeirão Grande,7686.0,15221.41,-24.0989999999999,-48.365
SP,Anhumas,4172.0,25316.58,-22.295017808999898,-51.386992858999896
SP,Pirapozinho,27974.0,33165.84,-22.2748540999999,-51.5000377099999
SP,Tarabai,7609.0,22125.16,-22.3030244959999,-51.5590330409999
MT,Araguainha,909.0,30845.7,-16.855729389,-53.0344871459999
SP,Santo Expedito,3159.0,14964.67,-21.850315807,-51.393594506999904
MS,Santa Rita do Pardo,7948.0,59470.28,-21.302941615999902,-52.831070426999894
MS,Taquarussu,3588.0,50790.26,-22.4880150269999,-53.3513245279999
SP,Ribeirão Branco,15984.0,37255.94,-24.2209999999999,-48.7659999999999
SP,Rosana,15929.0,121065.75,-22.5800005999999,-53.05916448199989
MG,Carmésia,2660.0,14958.01,-19.0849074859999,-43.1385652799999
PR,Amaporã,6405.0,18911.54,-23.0949486889999,-52.785955658999896
PR,Cafezal do Sul,3975.0,37483.08,-23.9026703739999,-53.5155287019999
PR,Cidade Gaúcha,12939.0,33349.14,-23.381921024999897,-52.944005436999895
PR,Guaporema,2239.0,34904.03,-23.3386283449999,-52.777185792999894
PR,Iporã,13642.0,43768.84,-24.0049671219999,-53.7123423369999
MG,Barão de Monte Alto,5311.0,11883.74,-21.245225211743552,-42.23670405557558
MG,Bela Vista de Minas,10269.0,55337.41,-19.829999958999903,-43.091001469999895
MG,Bom Jesus do Amparo,6182.0,25935.64,-19.7067313909999,-43.474372005999996
MG,Conceição do Mato Dentro,17438.0,519040.92,-19.036999948000002,-43.4250011549999
MG,Andrelândia,12189.0,23950.85,-21.7375682619999,-44.3092640159999
AP,Laranjal do Jari,52302.0,21693.0,-0.840127280854097,-52.524050832119194
RJ,Japeri,106296.0,14395.69,-22.647696455146267,-43.65326265147527
MS,Pedro Gomes,7568.0,36934.26,-18.100601642,-54.5536011409999
SC,Siderópolis,14176.0,47931.8,-28.591571066999897,-49.4282387489999
SC,Laurentino,7154.0,62169.55,-27.216909294999898,-49.732207855000006
MG,Arantina,2779.0,31861.03,-21.9152975139999,-44.2527337399999
SP,Itaoca,3332.0,16009.98,-24.6399999999999,-48.8429999999999
MG,Bom Jardim de Minas,6444.0,19828.35,-21.949008280999898,-44.187836994
RS,Campestre da Serra,3402.0,60171.09,-28.796376186999897,-51.0951269539999
RS,Esmeralda,3291.0,119373.62,-28.057033922999896,-51.189441873999996
RS,Ipê,6736.0,44326.21,-28.819784451999897,-51.2812180079999
RS,Muitos Capões,3184.0,352413.31,-28.317377055999902,-51.1846323159999
RS,Vacaria,66916.0,48503.58,-28.508241162999898,-50.939866128999896
PR,Alto Paraíso,2630.0,43223.91,-23.5074862229999,-53.7277730629999
RS,Arvorezinha,10422.0,32263.13,-28.8715538499999,-52.180753225999894
MS,Guia Lopes da Laguna,9754.0,37345.58,-21.457999987999898,-56.1139998389999
RS,Camargo,2750.0,189265.97,-28.5879363749999,-52.2039221509999
MS,Bonito,22401.0,53761.59,-21.120999984999898,-56.481999776
MS,Ponta Porã,95320.0,52713.01,-22.5359999929999,-55.725999886999894
MS,Iguatemi,16273.0,49855.39,-23.682735164999897,-54.562508646999895
RS,Vicente Dutra,4530.0,27927.91,-27.1676835759999,-53.404705985999996
PR,Ampére,19466.0,38549.37,-25.919368024999898,-53.4735061839999
RS,Barra do Guarita,3266.0,17394.57,-27.1905982999999,-53.71200994499989
RS,Campinas do Sul,5422.0,73663.3,-27.717572882000002,-52.62462643800001
RS,Engenho Velho,932.0,78554.93,-27.708570032,-52.912227169999895
RS,Entre Rios do Sul,2724.0,76180.58,-27.530804102999898,-52.73112935299989
RS,Erval Grande,4780.0,31565.21,-27.392202537999896,-52.5693310219999
RS,Braga,3271.0,40032.87,-27.617598581999896,-53.7400596319999
RS,Araricá,5840.0,40484.64,-29.6139758239999,-50.924981540999894
RS,Arambaré,3544.0,80442.31,-30.916700347527,-51.5028760007712
RS,Barão,6232.0,49438.57,-29.376383000999898,-51.4993923549999
RS,Camaquã,66686.0,40843.08,-30.855306499395198,-51.8090903474098
RS,Colorado,3088.0,109506.71,-28.5239999999999,-52.99399999399989
MS,São Gabriel do Oeste,27660.0,80686.47,-19.392131035000002,-54.578235197
RS,Amaral Ferrador,7136.0,20688.31,-30.874999999,-52.25299999999989
SC,Peritiba,2733.0,44253.39,-27.373656655999902,-51.9068413909999
SP,Ouro Verde,8676.0,15558.53,-21.4889863479999,-51.700011800999896
SP,Panorama,15944.0,19933.87,-21.355922961999898,-51.85993709299989
SC,Matos Costa,2442.0,25628.34,-26.472488542999898,-51.149403768999896
SC,Lebon Régis,12122.0,34381.16,-26.9329401709999,-50.691313723
SC,Ponte Alta do Norte,3426.0,48636.59,-27.1625280059999,-50.4677004779999
SC,Timbó Grande,8003.0,37894.78,-26.616359280999898,-50.6697505159999
RS,Constantina,9903.0,43658.25,-27.7332170289999,-52.993996591999895
RS,Entre-Ijuís,8350.0,82344.41,-28.36,-54.267999999999894
RS,Eugênio de Castro,2310.0,175516.28,-28.5249999999999,-54.148999999999894
RS,Ibiaçá,4690.0,78314.21,-28.0571356489999,-51.8572393229999
RS,Boa Vista das Missões,2087.0,114288.93,-27.662831384999897,-53.3152535239999
MS,Costa Rica,21456.0,97722.89,-18.5440000019999,-53.1289999989999
MS,Camapuã,13675.0,46584.73,-19.534046205000003,-54.043727600999894
MS,Nova Alvorada do Sul,22967.0,85497.54,-21.4659999949999,-54.3839999739999
SP,Nova Independência,4135.0,51548.89,-21.104020668999897,-51.4899938619999
RS,Arroio do Meio,21121.0,72750.17,-29.401,-51.944999999999894
RS,Brochier,5132.0,22934.5,-29.5527670359999,-51.5963852249999
AM,Benjamin Constant,44873.0,8664.03,-4.37592388888891,-70.03075277777779
AM,Atalaia do Norte,20868.0,8862.72,-4.36783055555554,-70.1911505555555
AM,Amaturá,11934.0,9960.76,-3.3631866666666497,-68.1995833333333
AM,Eirunepé,36121.0,15726.02,-6.66255444444442,-69.8708122222222
AM,Ipixuna,31172.0,6945.94,-7.05099944444441,-71.68959166666659
AM,Boca do Acre,34958.0,14668.9,-8.7464611111111,-67.39753444444439
SC,Ouro,7251.0,34837.08,-27.3342023089999,-51.6047984989999
RS,Gaurama,5447.0,51913.23,-27.587664960946917,-52.10241505163387
RS,Marau,45523.0,67219.06,-28.4420147039999,-52.20618608099989
RS,Soledade,31067.0,45230.98,-28.822071756999897,-52.4935780779999
PR,Rancho Alegre D'Oeste,2602.0,90246.03,-24.3097790959999,-52.953720669999896
PR,Apucarana,137438.0,28189.54,-23.5510079159999,-51.451063209999894
RJ,Niterói,516981.0,128333.01,-22.891516705999898,-43.0822825419999
RJ,São Gonçalo,1098357.0,18504.81,-22.823070031999897,-43.018222332999905
RJ,Seropédica,83841.0,56977.34,-22.7449583339999,-43.7044840639999
MG,Aimorés,25116.0,25402.54,-19.4926796999999,-41.067927321
MG,Alfredo Vasconcelos,7052.0,21364.59,-21.1456391649999,-43.7656303349999
SP,Redenção da Serra,3827.0,17461.44,-23.2808530709999,-45.5344161079999
MG,Além Paraíba,35438.0,27422.83,-21.8803399939999,-42.6937344709999
RJ,Cabo Frio,234077.0,52801.54,-22.882466600851387,-42.02053330265481
RJ,Barra do Piraí,101139.0,26833.48,-22.4608191699999,-43.8191125849999
RJ,Itaboraí,244416.0,23078.43,-22.753317923999898,-42.888764214999895
RJ,Volta Redonda,274925.0,71551.44,-22.5081904219999,-44.0941863919999
RJ,São João de Meriti,473385.0,18935.5,-22.7859884809999,-43.36579930599989
MG,Astolfo Dutra,14358.0,20339.56,-21.30955625,-42.8615650429999
MG,Bicas,14612.0,18998.7,-21.7198535859999,-43.06704160099989
MG,Campanário,3739.0,14298.98,-18.2386973439999,-41.7267768599999
MG,Alto Caparaó,5938.0,16354.23,-20.4431686189999,-41.869539665999895
RJ,Tanguá,34898.0,19902.27,-22.735307016999897,-42.731592814
MT,São Félix do Araguaia,11934.0,135991.34,-11.624857442999899,-50.6877974889999
SP,Bom Jesus dos Perdões,26506.0,55196.42,-23.1255766069999,-46.471400528999894
SP,Cruzeiro,82895.0,38390.41,-22.5737591779999,-44.9589149919999
SP,Cubatão,132521.0,165607.5,-23.9255247719999,-46.4133989059999
MT,Campos de Júlio,7245.0,455838.1,-13.72140568,-59.259369229
SP,Praia Grande,336454.0,25940.64,-24.0134611219999,-46.4501627179999
SP,Rio Claro,209548.0,63209.08,-22.4109999969999,-47.5610000279999
SP,Taubaté,320820.0,50495.56,-23.0305834639999,-45.57696268299989
PI,Olho D'Água do Piauí,2477.0,11599.13,-5.8479682179999495,-42.5749595889999
PI,Queimada Nova,9041.0,28037.27,-8.58296145047643,-41.41858106098826
SP,Amparo,73145.0,70437.56,-22.7009999949999,-46.7640000689999
PI,Nova Santa Rita,4392.0,10002.45,-8.07516904662682,-42.049216493038806
PI,Porto Alegre do Piauí,2728.0,14373.9,-6.97091061899994,-44.1982709339999
RS,Farroupilha,73758.0,59633.5,-29.221177477999998,-51.33191874599989
MG,Água Boa,13319.0,14421.07,-17.994778987254467,-42.390910021914635
MG,Bambuí,23964.0,32549.38,-20.0059999999999,-45.9769999999999
MG,Barão de Cocais,33232.0,73393.52,-19.9459999619999,-43.4870011119999
PA,Pacajá,49110.0,17666.57,-3.829007653226365,-50.62860179962222
PA,Trairão,19344.0,16931.49,-4.70118484899996,-55.9945973239999
MT,Peixoto de Azevedo,35695.0,25734.2,-10.2448420827713,-54.9922974013687
MT,Novo Mundo,9545.0,50945.76,-9.977113580999909,-55.16457736899989
MG,Alpercata,7448.0,12700.99,-18.990594620092274,-41.9902615289776
SC,Pescaria Brava,10225.0,11680.06,-28.3845729399999,-48.8659454869999
MT,Paranaíta,11291.0,70518.15,-9.67132706199994,-56.4767593719999
PR,Piên,13015.0,70453.65,-26.103190850999898,-49.4266327649999
RS,Capitão,2770.0,34432.45,-29.2689999999999,-51.9889999999999
RS,Caraá,8426.0,19660.45,-29.7899279459999,-50.4350716189999
RS,Carlos Barbosa,30630.0,115232.73,-29.2979999999999,-51.5039999999999
PI,União,44649.0,9413.79,-4.58658648799997,-42.861556185
MA,Bom Jardim,42010.0,9793.62,-3.5448540399999597,-45.6075413149999
MA,Cajari,19521.0,6562.71,-3.32108001199992,-45.012027098
MA,Igarapé do Meio,14470.0,25617.96,-3.63982451099997,-45.189181886
MA,Godofredo Viana,12104.0,219655.83,-1.41214383799996,-45.773530427000004
MA,Governador Nunes Freire,25502.0,10117.49,-2.12902408199994,-45.891365266
MA,Governador Newton Bello,10121.0,8318.48,-3.42686307099996,-45.671294648
MA,Cândido Mendes,20376.0,7205.58,-1.45190069099993,-45.7277426589999
MA,Boa Vista do Gurupi,8494.0,7953.1,-1.79957614799997,-46.307536032
MA,Buriti Bravo,23993.0,9949.14,-5.83764195299995,-43.835353393999995
MA,Cajapió,11255.0,6279.23,-2.87374101799998,-44.672052794
MA,Cedral,10711.0,7338.43,-1.99690493599996,-44.535261415
MA,Governador Eugênio Barros,14703.0,8056.04,-5.32193709399996,-44.2444203279999
MA,Graça Aranha,6261.0,8651.28,-5.40837283799993,-44.332787972999895
MA,Matinha,23591.0,8341.52,-3.0987011689999795,-45.0323826649999
MA,Itaipava do Grajaú,16158.0,6641.29,-5.14265356999994,-45.78912995
MA,Presidente Médici,7124.0,8519.79,-2.3760053509999497,-45.8237061889999
MA,Pinheiro,84160.0,12358.06,-2.52701305099993,-45.0886484059999
MA,Pio XII,21274.0,8995.4,-3.89148669199994,-45.17068685299989
MA,Bernardo do Mearim,6102.0,17228.18,-4.62939108899997,-44.761296433999995
MA,Conceição do Lago-Açu,16559.0,8891.36,-3.83790421099997,-44.8970025639999
MA,Carolina,24151.0,21777.14,-7.33334218099998,-47.465741769
MA,Fortaleza dos Nogueiras,12662.0,27382.7,-6.962321469999949,-46.178135962999896
MA,Governador Edison Lobão,18740.0,20012.29,-5.74947703199996,-47.362430550999896
MA,Lajeado Novo,7653.0,13260.77,-6.18988212099993,-47.037372585
MA,João Lisboa,23677.0,11431.55,-5.447211643999939,-47.406210558999895
MA,Paço do Lumiar,125265.0,9903.22,-2.51761071799996,-44.1091849009999
MA,Bequimão,21317.0,6480.26,-2.44950765799996,-44.790869734
MA,Buritirana,15503.0,7901.52,-5.592343442999949,-47.016355333999996
MA,Cachoeira Grande,9524.0,6404.03,-2.92868388399995,-44.052635661999894
MA,Igarapé Grande,11453.0,10281.52,-4.66396986599995,-44.854265077
MA,Guimarães,11966.0,7806.63,-2.1344228329999697,-44.6056409519999
MA,Itapecuru Mirim,69233.0,11164.32,-3.39449278899997,-44.352147553
MA,Marajá do Sena,7757.0,11708.59,-4.62189952110996,-45.45399709322673
MA,Amarante do Maranhão,42017.0,9250.86,-5.57072378399994,-46.744575227
MA,Bom Jesus das Selvas,35095.0,10706.25,-4.48356791699996,-46.853631443000005
MA,Brejo de Areia,8841.0,8040.01,-4.33054000299995,-45.584101878999896
MA,Buriticupu,73595.0,10165.53,-4.32140763299998,-46.454252723
MA,Feira Nova do Maranhão,8506.0,13874.85,-6.96242888399996,-46.682004869
MA,Cantanhede,22236.0,6900.34,-3.63444558699996,-44.380656181999896
MA,Grajaú,70692.0,16265.45,-5.82015480599995,-46.1558934179999
MA,Peritoró,23530.0,9794.8,-4.37300233599996,-44.3313479449999
MA,Aldeias Altas,26979.0,9246.08,-4.629894814999941,-43.4701642369999
MA,Bacabal,105094.0,14412.91,-4.22877494399995,-44.782467585999896
MA,Anajatuba,27170.0,7642.36,-3.26491792199994,-44.616723426
MA,Benedito Leite,5643.0,12965.11,-7.22015849499996,-44.554543511000006
MA,Buriti,28916.0,9613.88,-3.94429971099993,-42.913988251000006
MA,Brejo,36900.0,8907.79,-3.67986105099993,-42.754115816
MA,Coelho Neto,49804.0,9291.68,-4.25507301299996,-43.0128280129999
MA,Colinas,41443.0,13349.73,-6.03214606199998,-44.247387846
MA,Duque Bacelar,11451.0,7591.12,-4.150819989999949,-42.944805726
MA,Chapadinha,80705.0,11083.69,-3.7368227269999497,-43.356315388
MA,Açailândia,113783.0,33649.84,-4.950064745999949,-47.4905996219999
RS,Monte Alegre dos Campos,3237.0,33898.25,-28.68306529138967,-50.783118497194785
RS,Morrinhos do Sul,2891.0,28178.72,-29.3650192879999,-49.93495239599989
RS,Morro Redondo,6609.0,20039.8,-31.588019701,-52.632992206999894
MA,Bom Lugar,16578.0,7116.84,-4.37334016599993,-45.03992053
RS,Triunfo,30159.0,430464.73,-29.942999999999902,-51.7179999999999
PE,São Vicente Férrer,18150.0,11544.25,-7.59206658299996,-35.486612953000005
RN,Lagoa Nova,15880.0,16941.79,-6.09379809199993,-36.4705688129999
RN,Lajes Pintadas,4768.0,10821.07,-6.14992529599994,-36.116464119999904
RN,São Vicente,6476.0,11877.99,-6.219343773999979,-36.68299643699989
PR,Balsa Nova,13238.0,69966.95,-25.582487253000004,-49.630785739999894
PR,Campina Grande do Sul,44072.0,49376.42,-25.308893198801464,-49.05511480930491
PR,Campo do Tenente,8118.0,32185.94,-25.981376149999896,-49.684408254999894
PR,Colombo,249277.0,22842.86,-25.291136203,-49.229225831
PR,Guaraqueçaba,7554.0,15643.19,-25.2978242479999,-48.3208191279999
PR,Guaratuba,37974.0,25866.35,-25.884781079884853,-48.583088229617914
PR,Ivaí,14049.0,35427.84,-25.0068360089999,-50.8544138579999
PR,Lapa,48651.0,58401.14,-25.7647023489999,-49.7209686019999
PR,Nova Esperança,28062.0,33612.53,-23.1860901379999,-52.199712657999996
PE,Santa Cruz do Capibaribe,111812.0,17222.96,-7.94844293399996,-36.2063900539999
PB,Coxixola,1948.0,12328.94,-7.626323426999929,-36.6051064929999
RN,Campo Redondo,11363.0,9413.69,-6.242657591999939,-36.1832391299999
RN,Santa Cruz,40295.0,15362.76,-6.22298921599997,-36.022169382
RN,Tenente Laurentino Cruz,6085.0,17631.19,-6.14805300999996,-36.7174334119999
MG,Fervedouro,11100.0,14134.11,-20.7310296349999,-42.281273551999895
MG,Formoso,9810.0,32101.59,-14.953154543000002,-46.232393423000005
RS,Pinheiro Machado,12122.0,32810.02,-31.5780274669999,-53.3811028039999
SC,Rio do Campo,5864.0,36309.6,-26.945848199999897,-50.1409637079999
MT,Sapezal,27485.0,253910.54,-13.5453735319999,-58.819394530999894
MT,Aripuanã,23067.0,62691.39,-10.1725236954826,-59.44861637916189
MT,Comodoro,21249.0,59213.23,-13.660497178999899,-59.786731274000005
MT,Figueirópolis D'Oeste,3411.0,24516.56,-15.4490121759999,-58.73826043
MT,Jauru,8377.0,41639.89,-15.338402645,-58.872893877
MT,Juína,41190.0,32361.19,-11.425015948,-58.770603099000006
SC,Ibirama,19238.0,31141.54,-27.05901514136966,-49.525297721240236
SC,Irani,10575.0,26727.48,-27.0223588779999,-51.895398741
SC,Lontras,12497.0,37301.37,-27.164611323999896,-49.5383598199999
